from,to,edge_type,length,time_length
1,2,tree,1.4199954850921064,1.4199954850921064
2,3,tree,0.3500086256605044,0.3500086256605044
2,4,tree,1.6946265366514888,1.6946265366514888
4,5,tree,0.8853779782564049,0.8853779782564049
4,6,tree,0.8853779782564049,0.8853779782564049
