from,to,edge_type,length,time_length
42,53,tree,2.397257615231248,0.0
43,46,tree,0.08472226455092091,0.08472226455092091
43,47,tree,1.3942294178703702,0.0
44,57,tree,0.19132508425105854,0.19132508425105854
44,55,reticulation,1.435677037224265,0.0
45,58,tree,0.2976284968313836,0.2976284968313836
46,50,tree,0.2614061267912011,0.2614061267912011
46,35,reticulation,0.8648311592740917,0.0
47,48,tree,0.17154731183518912,0.17154731183518912
48,52,tree,0.014877670407575483,0.014877670407575483
48,53,reticulation,4.1220640872515295,0.0
49,55,tree,0.10774321446859858,0.10774321446859858
50,60,tree,0.30742101661417687,0.30742101661417687
50,61,tree,0.20256579406804687,0.0
51,45,reticulation,0.05321006352081421,0.0
52,49,reticulation,0.2841238094346271,0.0
53,54,tree,0.22932060476480576,0.22932060476480576
54,64,tree,0.011268425218837308,0.011268425218837308
54,65,reticulation,6.029292702232571,0.0
55,56,tree,0.117968145107469,0.117968145107469
56,67,tree,0.24141306613746671,0.24141306613746671
57,72,tree,0.42585402204149414,0.42585402204149414
57,59,reticulation,1.9335808781340837,0.0
58,79,tree,0.05500213524519193,0.05500213524519193
58,80,tree,0.05500213524519193,0.05500213524519193
59,71,tree,0.15620943715827984,0.15620943715827984
60,83,tree,0.09610872081455168,0.09610872081455168
61,62,tree,0.054739525257872845,0.054739525257872845
62,63,tree,0.0746102123336212,0.0746102123336212
62,65,tree,0.49130243015736563,0.0
63,69,tree,0.1633302771874563,0.1633302771874563
63,70,tree,0.1633302771874563,0.1633302771874563
64,68,tree,0.4345328461015736,0.4345328461015736
64,56,reticulation,2.721291534760599,0.0
65,66,tree,0.1423191356595921,0.1423191356595921
66,73,tree,0.043302673895840194,0.043302673895840194
66,74,tree,0.043302673895840194,0.043302673895840194
67,84,tree,0.44594022737078554,0.44594022737078554
67,60,reticulation,1.9276962416769161,0.0
68,106,tree,0.19940003252147953,0.19940003252147953
68,107,tree,0.6253036819350252,0.0
69,70,reticulation,0.11040968531315823,0.0
70,81,tree,0.0740800329182032,0.0740800329182032
71,78,reticulation,2.4363578169733935,0.0
72,113,tree,0.18814233232316857,0.18814233232316857
72,108,reticulation,3.766047689327209,0.0
73,75,tree,0.1263987128838484,0.1263987128838484
73,77,tree,0.03635526706881923,0.0
74,76,tree,0.16316840261542342,0.16316840261542342
74,77,reticulation,0.050250080722861155,0.0
75,89,tree,0.05617626060992276,0.05617626060992276
76,91,tree,0.012586742663086792,0.012586742663086792
76,93,tree,0.6588643644428488,0.0
77,78,tree,0.055212991965274405,0.055212991965274405
78,82,tree,0.048959652278529386,0.048959652278529386
79,85,tree,0.12116851434156706,0.12116851434156706
80,86,tree,0.08107781734835662,0.08107781734835662
80,79,reticulation,0.08013339012880144,0.0
81,90,tree,0.09645993958963395,0.09645993958963395
81,75,reticulation,0.9672867344963416,0.0
82,87,tree,0.09972520187083678,0.09972520187083678
82,88,tree,0.07840232924996737,0.07840232924996737
83,92,tree,0.050408805667660594,0.050408805667660594
83,93,reticulation,0.8420633346400209,0.0
85,87,reticulation,0.476601218008486,0.0
86,95,tree,0.046151865840833306,0.046151865840833306
86,96,tree,0.09682459603285043,0.09682459603285043
87,99,tree,0.23036161249852283,0.23036161249852283
88,89,reticulation,0.02625282099440967,0.0
89,98,tree,0.17926763330169404,0.17926763330169404
91,97,tree,0.08487659987577034,0.08487659987577034
92,102,tree,0.009789070589007132,0.009789070589007132
92,103,tree,0.07511099460593185,0.07511099460593185
93,94,tree,0.012586742663086792,0.012586742663086792
94,91,reticulation,0.05799701944431297,0.0
95,100,tree,0.18968019563499983,0.18968019563499983
95,101,tree,0.013407263909827716,0.013407263909827716
96,110,tree,0.2523681640173767,0.2523681640173767
96,97,reticulation,2.0297675837497016,0.0
97,109,tree,0.2523681640173767,0.2523681640173767
98,114,tree,0.15115730237619207,0.15115730237619207
98,115,tree,0.03779660380179806,0.03779660380179806
99,120,tree,0.025320035673294772,0.025320035673294772
99,116,reticulation,1.7786489767761695,0.0
100,115,reticulation,0.36921060442158454,0.0
101,102,reticulation,1.948194670378631,0.0
102,104,tree,0.036813182892887486,0.036813182892887486
103,111,tree,0.10139485874568832,0.10139485874568832
104,105,tree,0.02850874112403723,0.02850874112403723
104,107,reticulation,4.892749786705637,0.0
105,103,reticulation,0.06377311347128728,0.0
106,120,reticulation,1.0310788705028624,0.0
107,108,tree,0.06467811508351007,0.06467811508351007
108,112,tree,0.17694778320314875,0.17694778320314875
111,116,tree,0.04417639697845921,0.04417639697845921
111,117,tree,0.05389293252997662,0.05389293252997662
112,125,tree,0.0019287289162668309,0.0019287289162668309
112,127,tree,1.6190682911585916,0.0
115,118,tree,0.06950492617287019,0.06950492617287019
116,119,tree,0.009716535551517413,0.009716535551517413
117,121,tree,0.05782936588695664,0.05782936588695664
118,124,tree,0.04385577240152383,0.04385577240152383
119,122,tree,0.06902391500697647,0.06902391500697647
119,117,reticulation,0.08696538033234388,0.0
120,123,tree,0.009564642483675279,0.009564642483675279
121,126,tree,0.0019287289162668309,0.0019287289162668309
121,127,reticulation,3.8207064055916495,0.0
123,118,reticulation,0.18015317929667962,0.0
125,129,tree,0.009265820203752995,0.009265820203752995
126,130,tree,0.009265820203752995,0.009265820203752995
126,125,reticulation,3.7054061695988008,0.0
127,128,tree,0.011194549120019825,0.011194549120019825
